1,0.799,0.024
2,0.737,0.027
3,0.766,0.026
4,0.675,0.028
5,0.595,0.03
6,0.599,0.03
7,0.248,0.026
8,0.146,0.021
9,0.172,0.023
10,0.168,0.023
11,0.248,0.026
12,0.255,0.026
13,0.212,0.025
14,0.277,0.027
15,0.241,0.026
16,0.288,0.027
17,0.245,0.026
18,0.237,0.026
19,0.219,0.025
20,0.212,0.025
