NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
0.0011222,0.0011222,0.0011222,0.0011222,0.0011222,0.0011222,0.0011222,0.0011222,0.0011222,0.0011222
0.0082222,0.0082222,0.0082222,0.0082222,0.0082222,0.0082222,0.0082222,0.0082222,0.0082222,0.0082222
0.014759,0.017003,0.017003,0.017003,0.017003,0.017003,0.017003,0.017003,0.017003,0.017003
0.023274,0.024723,0.024723,0.024723,0.024723,0.024723,0.024723,0.024723,0.024723,0.024723
0.028319,0.024249,0.024405,0.024405,0.024405,0.024405,0.024405,0.024405,0.024405,0.024405
0.031329,0.030005,0.030292,0.030292,0.030292,0.030292,0.030292,0.030292,0.030292,0.030292
0.036309,0.034013,0.031703,0.031703,0.031703,0.031703,0.031703,0.031703,0.031703,0.031703
0.039477,0.039462,0.033804,0.033804,0.033804,0.033804,0.033804,0.033804,0.033804,0.033804
0.037816,0.038319,0.031858,0.036517,0.036517,0.036517,0.036517,0.036517,0.036517,0.036517
0.041637,0.041133,0.035128,0.039475,0.039475,0.039475,0.039475,0.039475,0.039475,0.039475
0.03948,0.045036,0.043808,0.045592,0.045592,0.045592,0.045592,0.045592,0.045592,0.045592
0.044323,0.046594,0.046414,0.047331,0.047331,0.047331,0.047331,0.047331,0.047331,0.047331
0.042176,0.046755,0.05093,0.049344,0.049344,0.049344,0.049344,0.049344,0.049344,0.049344
0.04832,0.051912,0.054074,0.049675,0.049675,0.049675,0.049675,0.049675,0.049675,0.049675
0.047292,0.055802,0.054952,0.051448,0.051448,0.051448,0.051448,0.051448,0.051448,0.051448
0.050679,0.059013,0.057309,0.056182,0.056182,0.056182,0.056182,0.056182,0.056182,0.056182
0.046475,0.053395,0.050381,0.057663,0.057663,0.057663,0.057663,0.057663,0.057663,0.057663
0.05463,0.060734,0.05721,0.055039,0.059728,0.059728,0.059728,0.059728,0.059728,0.059728
0.051043,0.063313,0.061709,0.056652,0.063096,0.063096,0.063096,0.063096,0.063096,0.063096
