2.6282,3.6954,4.7387,5.8031,6.8495,7.9006,8.9467,9.9922
0.80396,0.7999,0.90394,0.81784,0.51523,0.37534,0.31225,0.28899
0.037763,0.035019,0.045671,0.045548,0.025403,0.020832,0.018524,0.018944
