0,3.6268e-06
0.5005,3.012e-05
1.001,0.00011643
1.5015,0.00029214
2.002,0.00055053
2.5025,0.00084588
3.003,0.0011104
3.5035,0.0012635
4.004,0.0012624
4.5045,0.0011126
5.005,0.00085483
5.5055,0.00056346
6.006,0.00030643
6.5065,0.00012653
7.007,3.161e-05
7.5075,1.0961e-06
8.008,6.1211e-06
8.5085,2.5936e-05
9.009,6.0085e-05
9.5095,0.00012816
10.01,0.00025914
10.511,0.0004729
11.011,0.00077128
11.512,0.0011292
12.012,0.0014868
12.513,0.0017891
13.013,0.0019792
13.514,0.0020065
14.014,0.0018751
14.515,0.0016051
15.015,0.0012444
15.516,0.00086359
16.016,0.00051928
16.517,0.00025424
17.017,8.5625e-05
17.518,1.0088e-05
18.018,9.9831e-06
18.519,6.2263e-05
19.019,0.00014621
19.52,0.00025133
20.02,0.00038053
20.521,0.00054659
21.021,0.00076803
21.522,0.0010559
22.022,0.0014163
22.523,0.0018333
23.023,0.0022673
23.524,0.0026908
24.024,0.0030462
24.525,0.0032844
25.025,0.0033926
25.526,0.003328
26.026,0.0030992
26.527,0.0027368
27.027,0.002264
27.528,0.0017488
28.028,0.0012436
28.529,0.00079201
29.029,0.00043297
29.53,0.00018728
30.03,6.6305e-05
30.531,6.7269e-05
31.031,0.00017479
31.532,0.00036846
32.032,0.00062618
32.533,0.00092747
33.033,0.0012663
33.534,0.0016284
34.034,0.0020102
34.535,0.0024179
35.035,0.0028455
35.536,0.0033056
36.036,0.0037863
36.537,0.0042764
37.037,0.0047662
37.538,0.0052117
38.038,0.0056116
38.539,0.0059253
39.039,0.0061147
39.54,0.0061867
40.04,0.0060842
40.541,0.0058265
41.041,0.0054324
41.542,0.0048955
42.042,0.0042848
42.543,0.0036124
43.043,0.0029128
43.544,0.0022448
44.044,0.0016371
44.545,0.0011428
45.045,0.00079455
45.546,0.0006086
46.046,0.00059836
46.547,0.00076368
47.047,0.0010992
47.548,0.0015865
48.048,0.0021987
48.549,0.0029285
49.049,0.0037409
49.55,0.0046161
50.05,0.0055389
50.551,0.006447
51.051,0.0073594
51.552,0.0082468
52.052,0.009085
52.553,0.0099074
53.053,0.010643
53.554,0.011321
54.054,0.011936
54.555,0.012439
55.055,0.012879
55.556,0.013182
56.056,0.013365
56.557,0.013433
57.057,0.013341
57.558,0.013138
58.058,0.012765
58.559,0.012242
59.059,0.011582
59.56,0.010773
60.06,0.0098953
60.561,0.0089324
61.061,0.0079309
61.562,0.0069223
62.062,0.0059159
62.563,0.0049985
63.063,0.0041931
63.564,0.0035526
64.064,0.0031181
64.565,0.0028916
65.065,0.002915
65.566,0.0031948
66.066,0.0037377
66.567,0.0045707
67.067,0.0056666
67.568,0.0070243
68.068,0.0086001
68.569,0.010336
69.069,0.012241
69.57,0.014244
70.07,0.016357
70.571,0.018506
71.071,0.020603
71.572,0.022671
72.072,0.024602
72.573,0.026462
73.073,0.028178
73.574,0.029675
74.074,0.031019
74.575,0.032079
75.075,0.032982
75.576,0.033667
76.076,0.03408
76.577,0.034321
77.077,0.03425
77.578,0.034026
78.078,0.033606
78.579,0.032951
79.079,0.032163
79.58,0.031105
80.08,0.029937
80.581,0.028638
81.081,0.027193
81.582,0.025693
82.082,0.024022
82.583,0.022316
83.083,0.020585
83.584,0.018849
84.084,0.017191
84.585,0.015542
85.085,0.013998
85.586,0.012588
86.086,0.011357
86.587,0.010385
87.087,0.0096458
87.588,0.009193
88.088,0.0090427
88.589,0.0092271
89.089,0.0098063
89.59,0.010765
90.09,0.012128
90.591,0.013857
91.091,0.015936
91.592,0.018392
92.092,0.021169
92.593,0.0243
93.093,0.027667
93.594,0.031212
94.094,0.03493
94.595,0.038703
95.095,0.042609
95.596,0.046466
96.096,0.050221
96.597,0.05385
97.097,0.057197
97.598,0.060414
98.098,0.063289
98.599,0.065835
99.099,0.068016
99.6,0.06969
100.1,0.071074
100.6,0.071973
101.1,0.072487
101.6,0.072565
102.1,0.072118
102.6,0.07139
103.1,0.070229
103.6,0.068803
104.1,0.067038
104.6,0.064901
105.11,0.062615
105.61,0.060081
106.11,0.057486
106.61,0.05474
107.11,0.051844
107.61,0.048963
108.11,0.046051
108.61,0.043278
109.11,0.040556
109.61,0.037895
110.11,0.035394
110.61,0.033049
111.11,0.031
111.61,0.029186
112.11,0.027612
112.61,0.026319
113.11,0.025322
113.61,0.024736
114.11,0.024534
114.61,0.024721
115.12,0.025282
115.62,0.026216
116.12,0.027614
116.62,0.029465
117.12,0.03179
117.62,0.034516
118.12,0.037592
118.62,0.041064
119.12,0.044914
119.62,0.049192
120.12,0.053775
120.62,0.058561
121.12,0.063517
121.62,0.068597
122.12,0.073897
122.62,0.079274
123.12,0.084613
123.62,0.089786
124.12,0.094722
124.62,0.099555
125.13,0.10418
125.63,0.10854
126.13,0.11241
126.63,0.11573
127.13,0.11865
127.63,0.12114
128.13,0.12324
128.63,0.1247
129.13,0.1255
129.63,0.12573
130.13,0.12549
130.63,0.12487
131.13,0.12371
131.63,0.12197
132.13,0.11971
132.63,0.1171
133.13,0.11425
133.63,0.11109
134.13,0.1076
134.63,0.10378
135.14,0.099815
135.64,0.09578
136.14,0.091706
136.64,0.087574
137.14,0.083367
137.64,0.079205
138.14,0.075139
138.64,0.071251
139.14,0.067524
139.64,0.063956
140.14,0.060603
140.64,0.057488
141.14,0.054704
141.64,0.052243
142.14,0.050133
142.64,0.04839
143.14,0.047018
143.64,0.046092
144.14,0.045604
144.64,0.045605
145.15,0.046087
145.65,0.04705
146.15,0.048528
146.65,0.050485
147.15,0.052975
147.65,0.05596
148.15,0.059448
148.65,0.063417
149.15,0.067788
149.65,0.072582
150.15,0.077717
150.65,0.083237
151.15,0.089057
151.65,0.095067
152.15,0.10123
152.65,0.10743
153.15,0.11378
153.65,0.12012
154.15,0.12639
154.65,0.13246
155.16,0.13823
155.66,0.14388
156.16,0.14924
156.66,0.15431
157.16,0.15887
157.66,0.16295
158.16,0.16672
158.66,0.17003
159.16,0.17297
159.66,0.17526
160.16,0.17708
160.66,0.17852
161.16,0.17953
161.66,0.18018
162.16,0.18022
162.66,0.17993
163.16,0.17931
163.66,0.17837
164.16,0.17714
164.66,0.17544
165.17,0.17359
165.67,0.17148
166.17,0.16922
166.67,0.16672
167.17,0.16395
167.67,0.16119
168.17,0.15829
168.67,0.1554
169.17,0.15237
169.67,0.14933
170.17,0.14645
170.67,0.14363
171.17,0.14102
171.67,0.13846
172.17,0.13616
172.67,0.13423
173.17,0.13265
173.67,0.13147
174.17,0.13054
174.67,0.13015
175.18,0.1303
175.68,0.13102
176.18,0.13223
176.68,0.13382
177.18,0.136
177.68,0.13876
178.18,0.14211
178.68,0.14582
179.18,0.14978
179.68,0.15415
180.18,0.15892
180.68,0.16407
181.18,0.16924
181.68,0.17434
182.18,0.17947
182.68,0.18474
183.18,0.19005
183.68,0.19501
184.18,0.19953
184.68,0.20377
185.19,0.20794
185.69,0.21186
186.19,0.21517
186.69,0.21779
187.19,0.22003
187.69,0.22207
188.19,0.2237
188.69,0.22457
189.19,0.22473
189.69,0.2245
190.19,0.224
190.69,0.22302
191.19,0.22126
191.69,0.21891
192.19,0.21623
192.69,0.2133
193.19,0.20991
193.69,0.20595
194.19,0.2017
194.69,0.1973
195.2,0.19288
195.7,0.18826
196.2,0.18358
196.7,0.17908
197.2,0.17484
197.7,0.17097
198.2,0.1674
198.7,0.16438
199.2,0.16199
199.7,0.16027
200.2,0.15921
200.7,0.15882
201.2,0.15928
201.7,0.16049
202.2,0.16239
202.7,0.16484
203.2,0.1679
203.7,0.17163
204.2,0.17582
204.7,0.18025
205.21,0.18479
205.71,0.1896
206.21,0.19464
206.71,0.19962
207.21,0.20426
207.71,0.20855
208.21,0.21275
208.71,0.2167
209.21,0.22001
209.71,0.22247
210.21,0.2243
210.71,0.22568
211.21,0.22635
211.71,0.22596
212.21,0.22458
212.71,0.22259
213.21,0.22007
213.71,0.21682
214.21,0.21284
214.71,0.2085
215.22,0.20418
215.72,0.1999
216.22,0.19569
216.72,0.19183
217.22,0.18866
217.72,0.18634
218.22,0.18477
218.72,0.18409
219.22,0.18447
219.72,0.18596
220.22,0.18831
220.72,0.19137
221.22,0.19526
221.72,0.1999
222.22,0.20498
222.72,0.21007
223.22,0.21518
223.72,0.2204
224.22,0.22541
224.72,0.22967
225.23,0.23303
225.73,0.23575
226.23,0.23774
226.73,0.23854
227.23,0.23793
227.73,0.2363
228.23,0.23395
228.73,0.23073
229.23,0.22665
229.73,0.22218
230.23,0.21795
230.73,0.21409
231.23,0.21071
231.73,0.20821
232.23,0.20704
232.73,0.20722
233.23,0.20854
233.73,0.21106
234.23,0.21488
234.73,0.21971
235.24,0.22491
235.74,0.23023
236.24,0.23565
236.74,0.24078
237.24,0.24483
237.74,0.24748
238.24,0.24901
238.74,0.24935
239.24,0.24806
239.74,0.24522
240.24,0.24153
240.74,0.23746
241.24,0.2331
241.74,0.22888
242.24,0.22562
242.74,0.22381
243.24,0.22337
243.74,0.22444
244.24,0.22726
244.74,0.23165
245.25,0.2368
245.75,0.2422
246.25,0.24765
246.75,0.2525
247.25,0.25571
247.75,0.25697
248.25,0.25667
248.75,0.2548
249.25,0.25125
249.75,0.24672
250.25,0.2423
250.75,0.23842
251.25,0.23531
251.75,0.23359
252.25,0.23379
252.75,0.23562
253.25,0.23863
253.75,0.24277
254.25,0.24777
254.75,0.25271
255.26,0.2567
255.76,0.25969
256.26,0.2616
256.76,0.26185
257.26,0.26015
257.76,0.25719
258.26,0.25356
258.76,0.2493
259.26,0.24462
259.76,0.24031
260.26,0.23697
260.76,0.23455
261.26,0.23311
261.76,0.23304
262.26,0.23453
262.76,0.23714
263.26,0.24055
263.76,0.24481
264.26,0.24984
264.76,0.25495
265.27,0.25944
265.77,0.26332
266.27,0.26661
266.77,0.26878
267.27,0.26923
267.77,0.26822
268.27,0.2663
268.77,0.26348
269.27,0.25956
269.77,0.25491
270.27,0.25031
270.77,0.246
271.27,0.24189
271.77,0.23815
272.27,0.23532
272.77,0.23357
273.27,0.23267
273.77,0.23259
274.27,0.23355
274.77,0.23572
275.28,0.23865
275.78,0.24211
276.28,0.24619
276.78,0.25103
277.28,0.25618
277.78,0.26106
278.28,0.26566
278.78,0.27015
279.28,0.27434
279.78,0.27751
280.28,0.27941
280.78,0.28043
281.28,0.28079
281.78,0.28009
282.28,0.27796
282.78,0.27482
283.28,0.27126
283.78,0.26733
284.28,0.26274
284.78,0.25766
285.29,0.25269
285.79,0.24809
286.29,0.24375
286.79,0.23956
287.29,0.23585
287.79,0.23295
288.29,0.23075
288.79,0.22913
289.29,0.22811
289.79,0.22801
290.29,0.22875
290.79,0.23013
291.29,0.23206
291.79,0.2347
292.29,0.23818
292.79,0.2421
293.29,0.24627
293.79,0.25064
294.29,0.25547
294.79,0.26055
295.3,0.26538
295.8,0.26976
296.3,0.27387
296.8,0.27796
297.3,0.28158
297.8,0.28427
298.3,0.286
298.8,0.28726
299.3,0.28816
299.8,0.28821
300.3,0.2871
300.8,0.28509
301.3,0.28279
301.8,0.28014
302.3,0.27671
302.8,0.27238
303.3,0.2676
303.8,0.26286
304.3,0.25797
304.8,0.2526
305.31,0.24681
305.81,0.24103
306.31,0.23555
306.81,0.23013
307.31,0.2246
307.81,0.21909
308.31,0.2139
308.81,0.20918
309.31,0.20475
309.81,0.20055
310.31,0.19669
310.81,0.19339
311.31,0.19068
311.81,0.18843
312.31,0.18667
312.81,0.18543
313.31,0.18483
313.81,0.18481
314.31,0.18525
314.81,0.18622
315.32,0.18764
315.82,0.18957
316.32,0.19182
316.82,0.1943
317.32,0.19706
317.82,0.20001
318.32,0.20312
318.82,0.2061
319.32,0.20895
319.82,0.21172
320.32,0.21439
320.82,0.21685
321.32,0.21875
321.82,0.22023
322.32,0.22139
322.82,0.22229
323.32,0.22274
323.82,0.22242
324.32,0.22159
324.82,0.22038
325.33,0.21896
325.83,0.21698
326.33,0.21426
326.83,0.21108
327.33,0.20761
327.83,0.20403
328.33,0.19993
328.83,0.19525
329.33,0.19019
329.83,0.18497
330.33,0.17976
330.83,0.17413
331.33,0.16814
331.83,0.16188
332.33,0.15563
332.83,0.14948
333.33,0.14312
333.83,0.13665
334.33,0.13009
334.83,0.12374
335.34,0.11763
335.84,0.11162
336.34,0.10578
336.84,0.10009
337.34,0.094847
337.84,0.090013
338.34,0.085581
