0,0.011396,0.004004,0.019255
100,0.098639,0.015511,0.029359
135,0.44322,0.047258,0.058791
160,0.80797,0.059961,0.066401
170,0.72917,0.069092,0.078512
250,0.86222,0.06312,0.06966
330,0.7572,0.065294,0.074221
340,0.70922,0.063127,0.07136
365,0.46667,0.05545,0.071545
400,0.21961,0.027387,0.042288
500,0.099502,0.019309,0.040747
