0,0,0,0.009009
100,0,0,0.011011
135,0.10989,0.03003,0.035035
160,0.59783,0.051051,0.05005
170,0.4,0.054054,0.055055
250,0.68,0.054054,0.052052
330,0.49383,0.054054,0.055055
340,0.32979,0.046046,0.049049
365,0.12857,0.036036,0.044044
400,0,0,0.013013
500,0,0,0.016016
