 (-2.500000000000000000e+00+0.000000000000000000e+00j), (-6.731261113544008065e-03+6.835646532485327667e-17j)
 (-2.494994994994994997e+00+0.000000000000000000e+00j), (-6.799804646623165173e-03+7.021831457494656392e-17j)
 (-2.489989989989989994e+00+0.000000000000000000e+00j), (-6.864777200649722390e-03+7.035130380709608707e-17j)
 (-2.484984984984984990e+00+0.000000000000000000e+00j), (-6.926118944282673093e-03+7.261212075363791915e-17j)
 (-2.479979979979979987e+00+0.000000000000000000e+00j), (-6.983768398344413451e-03+7.194717459289032800e-17j)
 (-2.474974974974974984e+00+0.000000000000000000e+00j), (-7.037662412560864028e-03+7.646880848597400447e-17j)
 (-2.469969969969969981e+00+0.000000000000000000e+00j), (-7.087736158338043928e-03+7.620283002167495816e-17j)
 (-2.464964964964964977e+00+0.000000000000000000e+00j), (-7.133923137993989846e-03+7.540489462877784385e-17j)
 (-2.459959959959959974e+00+0.000000000000000000e+00j), (-7.176155210834661395e-03+7.726674387887111878e-17j)
 (-2.454954954954954971e+00+0.000000000000000000e+00j), (-7.214362636430201280e-03+7.939457159326344002e-17j)
 (-2.449949949949949968e+00+0.000000000000000000e+00j), (-7.248474135413794303e-03+7.886261466466535971e-17j)
 (-2.444944944944944965e+00+0.000000000000000000e+00j), (-7.278416968088881854e-03+8.125642084335672726e-17j)
 (-2.439939939939939961e+00+0.000000000000000000e+00j), (-7.304117031091055673e-03+8.351723778989855933e-17j)
 (-2.434934934934934958e+00+0.000000000000000000e+00j), (-7.325498972309693428e-03+8.032549621831007748e-17j)
 (-2.429929929929929955e+00+0.000000000000000000e+00j), (-7.342486324229228166e-03+8.803887168298224813e-17j)
 (-2.424924924924924952e+00+0.000000000000000000e+00j), (-7.355001655802534573e-03+8.910278554017840875e-17j)
 (-2.419919919919919948e+00+0.000000000000000000e+00j), (-7.362966742917959224e-03+8.657599012933751803e-17j)
 (-2.414914914914914945e+00+0.000000000000000000e+00j), (-7.366302757467213004e-03+8.591104396858992689e-17j)
 (-2.409909909909909942e+00+0.000000000000000000e+00j), (-7.364930474963883762e-03+8.537908703999184658e-17j)
 (-2.404904904904904939e+00+0.000000000000000000e+00j), (-7.358770500601129715e-03+9.162958095101928714e-17j)
 (-2.399899899899899935e+00+0.000000000000000000e+00j), (-7.347743513572668229e-03+9.269349480821544776e-17j)
 (-2.394894894894894932e+00+0.000000000000000000e+00j), (-7.331770529412937575e-03+9.043267786167360336e-17j)
 (-2.389889889889889929e+00+0.000000000000000000e+00j), (-7.310773180040746645e-03+9.149659171886976398e-17j)
 (-2.384884884884884926e+00+0.000000000000000000e+00j), (-7.284674011115897796e-03+9.216153787961736745e-17j)
 (-2.379879879879879923e+00+0.000000000000000000e+00j), (-7.253396796239705742e-03+9.189555941531832113e-17j)
 (-2.374874874874874919e+00+0.000000000000000000e+00j), (-7.216866867449016863e-03+9.428936559400968869e-17j)
 (-2.369869869869869916e+00+0.000000000000000000e+00j), (-7.175011461368984052e-03+9.495431175475727983e-17j)
 (-2.364864864864864913e+00+0.000000000000000000e+00j), (-7.127760080302354521e-03+1.012048056657847204e-16j)
 (-2.359859859859859910e+00+0.000000000000000000e+00j), (-7.075044867443766941e-03+9.362441943326208522e-17j)
 (-2.354854854854854906e+00+0.000000000000000000e+00j), (-7.016800995315766558e-03+9.309246250466400491e-17j)
 (-2.349849849849849903e+00+0.000000000000000000e+00j), (-6.952967066429420993e-03+9.867801025494384200e-17j)
 (-2.344844844844844900e+00+0.000000000000000000e+00j), (-6.883485525078202223e-03+9.734811793344864739e-17j)
 (-2.339839839839839897e+00+0.000000000000000000e+00j), (-6.808303079077790247e-03+9.176257018316879797e-17j)
 (-2.334834834834834894e+00+0.000000000000000000e+00j), (-6.727371130168604413e-03+9.189555941531832113e-17j)
 (-2.329829829829829890e+00+0.000000000000000000e+00j), (-6.640646211702240856e-03+9.681616100485056708e-17j)
 (-2.324824824824824887e+00+0.000000000000000000e+00j), (-6.548090432138189282e-03+9.801306409419623853e-17j)
 (-2.319819819819819884e+00+0.000000000000000000e+00j), (-6.449671922783620052e-03+1.034656226123265648e-16j)
 (-2.314814814814814881e+00+0.000000000000000000e+00j), (-6.345365288118313442e-03+9.974192411214000262e-17j)
 (-2.309809809809809877e+00+0.000000000000000000e+00j), (-6.235152056957920033e-03+9.628420407625248677e-17j)
 (-2.304804804804804874e+00+0.000000000000000000e+00j), (-6.119021132624755457e-03+1.001408918085885598e-16j)
 (-2.299799799799799871e+00+0.000000000000000000e+00j), (-5.996969240214649818e-03+9.788007486204672770e-17j)
 (-2.294794794794794868e+00+0.000000000000000000e+00j), (-5.869001368973521433e-03+9.375740866541160838e-17j)
 (-2.289789789789789864e+00+0.000000000000000000e+00j), (-5.735131207728448241e-03+9.641719330840200993e-17j)
 (-2.284784784784784861e+00+0.000000000000000000e+00j), (-5.595381571255550641e-03+9.522029021905632615e-17j)
 (-2.279779779779779858e+00+0.000000000000000000e+00j), (-5.449784815412828456e-03+1.002738810407380829e-16j)
 (-2.274774774774774855e+00+0.000000000000000000e+00j), (-5.298383238819535587e-03+9.987491334428952578e-17j)
 (-2.269769769769769852e+00+0.000000000000000000e+00j), (-5.141229468827221601e-03+9.788007486204672770e-17j)
 (-2.264764764764764848e+00+0.000000000000000000e+00j), (-4.978386829500393296e-03+9.508730098690680299e-17j)
 (-2.259759759759759845e+00+0.000000000000000000e+00j), (-4.809929689308815003e-03+9.335844096896303890e-17j)
 (-2.254754754754754842e+00+0.000000000000000000e+00j), (-4.635943786228601329e-03+9.389039789756111921e-17j)
 (-2.249749749749749839e+00+0.000000000000000000e+00j), (-4.456526527957106569e-03+9.242751634391640144e-17j)
 (-2.244744744744744835e+00+0.000000000000000000e+00j), (-4.271787264966122807e-03+8.710794705793559834e-17j)
 (-2.239739739739739832e+00+0.000000000000000000e+00j), (-4.081847534151974814e-03+9.362441943326208522e-17j)
 (-2.234734734734734829e+00+0.000000000000000000e+00j), (-3.886841270887882258e-03+9.362441943326208522e-17j)
 (-2.229729729729729826e+00+0.000000000000000000e+00j), (-3.686914987345308713e-03+8.684196859363656435e-17j)
 (-2.224724724724724823e+00+0.000000000000000000e+00j), (-3.482227915026670818e-03+8.365022702204808249e-17j)
 (-2.219719719719719819e+00+0.000000000000000000e+00j), (-3.272952109542300557e-03+7.872962543251584887e-17j)
 (-2.214714714714714816e+00+0.000000000000000000e+00j), (-3.059272515769150512e-03+8.099044237905768094e-17j)
 (-2.209709709709709813e+00+0.000000000000000000e+00j), (-2.841386991649151247e-03+8.378321625419760565e-17j)
 (-2.204704704704704810e+00+0.000000000000000000e+00j), (-2.619506289018958250e-03+7.114923919999320138e-17j)
 (-2.199699699699699806e+00+0.000000000000000000e+00j), (-2.393853990011976518e-03+7.819766850391776856e-17j)
 (-2.194694694694694803e+00+0.000000000000000000e+00j), (-2.164666397736383745e-03+7.487293770017976354e-17j)
 (-2.189689689689689800e+00+0.000000000000000000e+00j), (-1.932192380108942696e-03+7.487293770017976354e-17j)
 (-2.184684684684684797e+00+0.000000000000000000e+00j), (-1.696693165914477672e-03+7.447397000373120639e-17j)
 (-2.179679679679679793e+00+0.000000000000000000e+00j), (-1.458442092361580088e-03+7.068377688746988881e-17j)
 (-2.174674674674674790e+00+0.000000000000000000e+00j), (-1.217724303618972085e-03+6.855594917307756757e-17j)
 (-2.169669669669669787e+00+0.000000000000000000e+00j), (-9.748364000398428066e-04+6.961986303027372819e-17j)
 (-2.164664664664664784e+00+0.000000000000000000e+00j), (-7.300860380144672413e-04+6.742554069980663921e-17j)
 (-2.159659659659659781e+00+0.000000000000000000e+00j), (-4.837914806320421039e-04+7.134872304821747995e-17j)
 (-2.154654654654654777e+00+0.000000000000000000e+00j), (-2.362810995808019884e-04+6.509822913719003939e-17j)
 (-2.149649649649649774e+00+0.000000000000000000e+00j), (1.210717103225269264e-05+6.323637988709676447e-17j)
 (-2.144644644644644771e+00+0.000000000000000000e+00j), (2.610264280029590063e-04+6.164050910130252354e-17j)
 (-2.139639639639639768e+00+0.000000000000000000e+00j), (5.101214382953522591e-04+6.117504678877919865e-17j)
 (-2.134634634634634764e+00+0.000000000000000000e+00j), (7.590293227930242298e-04+5.791681060111596137e-17j)
 (-2.129629629629629761e+00+0.000000000000000000e+00j), (1.007380282820286065e-03+5.871474599401308800e-17j)
 (-2.124624624624624758e+00+0.000000000000000000e+00j), (1.254798367461206973e-03+5.585547750279840788e-17j)
 (-2.119619619619619755e+00+0.000000000000000000e+00j), (1.500902279453142623e-03+5.499104749382651967e-17j)
 (-2.114614614614614752e+00+0.000000000000000000e+00j), (1.745306217187608680e-03+5.452558518130320094e-17j)
 (-2.109609609609609748e+00+0.000000000000000000e+00j), (1.987620750114246163e-03+5.459207979737796252e-17j)
 (-2.104604604604604745e+00+0.000000000000000000e+00j), (2.227453724618384725e-03+5.359466055625656348e-17j)
 (-2.099599599599599742e+00+0.000000000000000000e+00j), (2.464411197228079907e-03+5.070214475700449948e-17j)
 (-2.094594594594594739e+00+0.000000000000000000e+00j), (2.698098391806441360e-03+5.169956399812590469e-17j)
 (-2.089589589589589735e+00+0.000000000000000000e+00j), (2.928120677199711440e-03+5.229801554279874041e-17j)
 (-2.084584584584584732e+00+0.000000000000000000e+00j), (3.154084561643850058e-03+4.947199435962144416e-17j)
 (-2.079579579579579729e+00+0.000000000000000000e+00j), (3.375598700082184118e-03+5.156657476597638153e-17j)
 (-2.074574574574574726e+00+0.000000000000000000e+00j), (3.592274910417278359e-03+5.020343513644380304e-17j)
 (-2.069569569569569722e+00+0.000000000000000000e+00j), (3.803729194611196567e-03+5.279672516335944301e-17j)
 (-2.064564564564564719e+00+0.000000000000000000e+00j), (4.009582760461822236e-03+5.216502631064922342e-17j)
 (-2.059559559559559716e+00+0.000000000000000000e+00j), (4.209463039819470731e-03+5.331205843793883139e-17j)
 (-2.054554554554554713e+00+0.000000000000000000e+00j), (4.403004698968824085e-03+5.198216611644363061e-17j)
 (-2.049549549549549710e+00+0.000000000000000000e+00j), (4.589850636886302730e-03+5.098474687532223157e-17j)
 (-2.044544544544544706e+00+0.000000000000000000e+00j), (4.769652967093209427e-03+5.199878977046232255e-17j)
 (-2.039539539539539703e+00+0.000000000000000000e+00j), (4.942073978860993949e-03+5.274269828779870039e-17j)
 (-2.034534534534534700e+00+0.000000000000000000e+00j), (5.106787073585558438e-03+5.126111512338295111e-17j)
 (-2.029529529529529697e+00+0.000000000000000000e+00j), (5.263477672234354900e-03+5.020759104994847603e-17j)
 (-2.024524524524524693e+00+0.000000000000000000e+00j), (5.411844089880842208e-03+5.097643504831288561e-17j)
 (-2.019519519519519690e+00+0.000000000000000000e+00j), (5.551598373477121227e-03+5.156657476597638153e-17j)
 (-2.014514514514514687e+00+0.000000000000000000e+00j), (5.682467099174498548e-03+4.930575781943454329e-17j)
 (-2.009509509509509684e+00+0.000000000000000000e+00j), (5.804192125684513696e-03+4.809223107607017374e-17j)
 (-2.004504504504504681e+00+0.000000000000000000e+00j), (5.916531300376448588e-03+5.005382225027559411e-17j)
 (-1.999499499499499455e+00+0.000000000000000000e+00j), (6.019259115032387156e-03+5.030317706055594233e-17j)
 (-1.994494494494494452e+00+0.000000000000000000e+00j), (6.112167308423681507e-03+4.933900512747192100e-17j)
 (-1.989489489489489449e+00+0.000000000000000000e+00j), (6.195065413134384809e-03+4.993745667214476289e-17j)
 (-1.984484484484484446e+00+0.000000000000000000e+00j), (6.267781244333217767e-03+5.189904784635018326e-17j)
 (-1.979479479479479442e+00+0.000000000000000000e+00j), (6.330161328486540000e-03+5.296296170354634388e-17j)
 (-1.974474474474474439e+00+0.000000000000000000e+00j), (6.382071270307198944e-03+5.060240283289236020e-17j)
 (-1.969469469469469436e+00+0.000000000000000000e+00j), (6.423396056546258615e-03+5.406012286877988221e-17j)
 (-1.964464464464464433e+00+0.000000000000000000e+00j), (6.454040295555005247e-03+5.312919824373324475e-17j)
 (-1.959459459459459429e+00+0.000000000000000000e+00j), (6.473928391869862402e-03+5.379414440448084205e-17j)
 (-1.954454454454454426e+00+0.000000000000000000e+00j), (6.483004655402125477e-03+5.425960671700416078e-17j)
 (-1.949449449449449423e+00+0.000000000000000000e+00j), (6.481233345144362182e-03+5.366115517233132506e-17j)
 (-1.944444444444444420e+00+0.000000000000000000e+00j), (6.468598647634281155e-03+5.612145596709744187e-17j)
 (-1.939439439439439417e+00+0.000000000000000000e+00j), (6.445104590742628536e-03+5.798330521719071679e-17j)
 (-1.934434434434434413e+00+0.000000000000000000e+00j), (6.410774893671699302e-03+5.778382136896643821e-17j)
 (-1.929429429429429410e+00+0.000000000000000000e+00j), (6.365652754363676849e-03+5.691939135999455617e-17j)
 (-1.924424424424424407e+00+0.000000000000000000e+00j), (6.309800575821056592e-03+5.984515446728400404e-17j)
 (-1.919419419419419404e+00+0.000000000000000000e+00j), (6.243299633132580982e-03+5.957917600298495772e-17j)
 (-1.914414414414414400e+00+0.000000000000000000e+00j), (6.166249683276433212e-03+5.911371369046164515e-17j)
 (-1.909409409409409397e+00+0.000000000000000000e+00j), (6.078768520035099203e-03+5.824928368148976311e-17j)
 (-1.904404404404404394e+00+0.000000000000000000e+00j), (5.980991476602966900e-03+5.798330521719071679e-17j)
 (-1.899399399399399391e+00+0.000000000000000000e+00j), (5.873070878695593917e-03+6.024412216373256119e-17j)
 (-1.894394394394394388e+00+0.000000000000000000e+00j), (5.755175451179072796e-03+6.243844449419963784e-17j)
 (-1.889389389389389384e+00+0.000000000000000000e+00j), (5.627489681426149290e-03+6.124154140485396639e-17j)
 (-1.884384384384384381e+00+0.000000000000000000e+00j), (5.490213142773287848e-03+6.370184219962007704e-17j)
 (-1.879379379379379378e+00+0.000000000000000000e+00j), (5.343559781598176267e-03+6.423379912821815735e-17j)
 (-1.874374374374374375e+00+0.000000000000000000e+00j), (5.187757171659979939e-03+6.396782066391912336e-17j)
 (-1.869369369369369371e+00+0.000000000000000000e+00j), (5.023045739444318564e-03+6.689358377120855890e-17j)
 (-1.864364364364364368e+00+0.000000000000000000e+00j), (4.849677964331902680e-03+6.942037918204943729e-17j)
 (-1.859359359359359365e+00+0.000000000000000000e+00j), (4.667917557463137010e-03+6.928738994989992645e-17j)
 (-1.854354354354354362e+00+0.000000000000000000e+00j), (4.478038623201721288e-03+6.915440071775040330e-17j)
 (-1.849349349349349358e+00+0.000000000000000000e+00j), (4.280324807108263317e-03+7.141521766429224769e-17j)
 (-1.844344344344344355e+00+0.000000000000000000e+00j), (4.075068434320731556e-03+7.341005614653504577e-17j)
 (-1.839339339339339352e+00+0.000000000000000000e+00j), (3.862569642202945061e-03+7.567087309307687785e-17j)
 (-1.834334334334334349e+00+0.000000000000000000e+00j), (3.643135511065950880e-03+7.314407768223599946e-17j)
 (-1.829329329329329346e+00+0.000000000000000000e+00j), (3.417079196690960344e-03+7.580386232522640101e-17j)
 (-1.824324324324324342e+00+0.000000000000000000e+00j), (3.184719068287771623e-03+7.553788386092736701e-17j)
 (-1.819319319319319339e+00+0.000000000000000000e+00j), (2.946377855409992863e-03+7.580386232522640101e-17j)
 (-1.814314314314314336e+00+0.000000000000000000e+00j), (2.702381807219510212e-03+7.341005614653504577e-17j)
 (-1.809309309309309333e+00+0.000000000000000000e+00j), (2.453059867349111859e-03+8.005951775401104348e-17j)
 (-1.804304304304304329e+00+0.000000000000000000e+00j), (2.198742867454078244e-03+7.673478695027303847e-17j)
 (-1.799299299299299326e+00+0.000000000000000000e+00j), (1.939762742374494166e-03+7.966055005756248633e-17j)
 (-1.794294294294294323e+00+0.000000000000000000e+00j), (1.676451769648874823e-03+7.673478695027303847e-17j)
 (-1.789289289289289320e+00+0.000000000000000000e+00j), (1.409141835930614482e-03+8.085745314690815779e-17j)
 (-1.784284284284284317e+00+0.000000000000000000e+00j), (1.138163732660853189e-03+7.713375464672160794e-17j)
 (-1.779279279279279313e+00+0.000000000000000000e+00j), (8.638464831479161343e-04+7.899560389681488286e-17j)
 (-1.774274274274274310e+00+0.000000000000000000e+00j), (5.865167029949470111e-04+8.232033470055288788e-17j)
 (-1.769269269269269307e+00+0.000000000000000000e+00j), (3.064979956057051137e-04+8.404919471849663964e-17j)
 (-1.764264264264264304e+00+0.000000000000000000e+00j), (2.411038428494108554e-05+8.298528086130047902e-17j)
 (-1.759259259259259300e+00+0.000000000000000000e+00j), (-2.603302177643839138e-04+8.325125932559952534e-17j)
