3.1039,0.20991,0.41734,0.45209,0.39499,0.48651,0.8149,1.0799,0.70241,0.75521,0.66935,0.64128,0.55217
10.028,0.25152,0.43075,0.40159,0.42158,0.52012,1.1512,0.9944,0.88774,0.73128,0.66787,0.73243,0.5862
31.994,0.16776,0.42493,0.61188,0.58649,0.77753,1.1897,1.0381,0.94277,0.85311,0.95675,0.77188,0.69227
100.28,0.26314,0.47918,0.60917,0.74203,0.99849,1.3056,1.3003,1.0723,0.91174,0.801,0.83678,0.76724
