0.3708,0.40709,0.62901,0.4573,0.33465,0.33125,0.33203,0.33579,0.17583
0.3901,0.43789,0.65743,0.47224,0.34807,0.34039,0.33761,0.34466,0.18156
0.4105,0.46832,0.68644,0.49349,0.35593,0.34799,0.35515,0.35523,0.18611
0.4319,0.49709,0.71153,0.51065,0.36557,0.36245,0.36363,0.36563,0.19277
0.4545,0.52783,0.73901,0.52706,0.37984,0.37134,0.37368,0.37776,0.19962
0.4782,0.56235,0.76484,0.5477,0.39129,0.38847,0.38682,0.38871,0.20482
0.5032,0.5842,0.78801,0.55826,0.39971,0.39083,0.39543,0.39504,0.21122
0.5294,0.61134,0.80356,0.57897,0.40932,0.40649,0.40797,0.40788,0.2183
0.5571,0.63914,0.82301,0.59135,0.4197,0.41546,0.41408,0.4164,0.22207
0.5862,0.65717,0.83571,0.60766,0.43197,0.42462,0.42759,0.42555,0.22904
0.6168,0.67423,0.84398,0.61647,0.43911,0.43069,0.43478,0.4344,0.23401
0.649,0.68823,0.84811,0.63146,0.4465,0.43866,0.44327,0.44079,0.23784
0.6828,0.69791,0.85788,0.65238,0.45785,0.45144,0.45885,0.45257,0.24469
0.7185,0.69661,0.84616,0.65947,0.47281,0.45849,0.46767,0.46115,0.2509
0.756,0.69697,0.83482,0.67123,0.48285,0.47169,0.47927,0.47177,0.25427
0.7955,0.68327,0.81457,0.67678,0.49882,0.48225,0.49083,0.48157,0.25937
0.837,0.67101,0.78848,0.69432,0.50682,0.48748,0.49254,0.48273,0.25797
0.8807,0.64772,0.76604,0.69784,0.51111,0.48375,0.49296,0.48546,0.25623
0.9267,0.62032,0.73252,0.69632,0.51619,0.47947,0.48471,0.48115,0.25195
0.975,0.59364,0.70667,0.70243,0.51031,0.46597,0.47195,0.4713,0.24744
1.0259,0.56109,0.67281,0.7044,0.50473,0.45608,0.45948,0.46053,0.24248
1.0795,0.53278,0.64624,0.70399,0.5015,0.44388,0.44597,0.44522,0.23799
1.1358,0.50223,0.62068,0.70778,0.5009,0.4316,0.43559,0.44264,0.23887
1.1951,0.48319,0.61106,0.70047,0.49431,0.42676,0.4261,0.4355,0.23966
1.2575,0.47551,0.60346,0.69683,0.49116,0.4185,0.41622,0.42405,0.23276
1.3232,0.46899,0.60837,0.69297,0.48873,0.39993,0.40033,0.40818,0.22558
1.3923,0.47778,0.62524,0.68219,0.48191,0.38503,0.38391,0.38929,0.2098
1.4649,0.49666,0.64198,0.68172,0.47258,0.36906,0.37194,0.37228,0.19619
1.5414,0.52544,0.67362,0.67386,0.4719,0.36288,0.3652,0.35791,0.18357
1.6219,0.55488,0.70247,0.69053,0.46212,0.35135,0.34642,0.33458,0.17341
1.7066,0.59058,0.7165,0.6849,0.45783,0.33612,0.33023,0.31539,0.16209
1.7956,0.61583,0.73082,0.68785,0.44823,0.31909,0.31156,0.29735,0.15291
1.8894,0.63123,0.72227,0.68396,0.44794,0.3077,0.29707,0.27799,0.14006
1.988,0.62774,0.70565,0.68716,0.44103,0.30128,0.29121,0.25964,0.13145
2.0918,0.61312,0.68315,0.68243,0.44703,0.29838,0.28913,0.25522,0.12776
2.201,0.58102,0.64593,0.67936,0.45268,0.30635,0.29236,0.26122,0.1352
2.3159,0.55344,0.61727,0.67274,0.45372,0.32642,0.29846,0.27094,0.1456
2.4368,0.53919,0.61699,0.65541,0.46105,0.34879,0.32509,0.30159,0.16602
2.564,0.54603,0.63749,0.6426,0.46454,0.39054,0.36188,0.34958,0.19592
2.6979,0.57348,0.68183,0.63102,0.47422,0.42143,0.39743,0.39157,0.21629
2.8387,0.6021,0.72909,0.60927,0.4993,0.44492,0.43528,0.43326,0.2268
2.9869,0.62481,0.75207,0.59336,0.50606,0.46507,0.45694,0.44926,0.23337
3.1428,0.60719,0.75167,0.57624,0.52135,0.47332,0.46426,0.4465,0.2335
3.3069,0.54896,0.69896,0.57377,0.51579,0.45805,0.438,0.42759,0.22643
3.4796,0.48129,0.62524,0.59272,0.50767,0.43992,0.40553,0.39705,0.21412
3.6612,0.44216,0.58423,0.60854,0.49901,0.42192,0.37608,0.37775,0.20856
3.8523,0.45832,0.59081,0.61482,0.49165,0.4028,0.3632,0.34109,0.18599
4.0534,0.53418,0.64467,0.61602,0.48809,0.39227,0.35163,0.32587,0.17028
4.265,0.62253,0.7097,0.62418,0.4861,0.38297,0.35352,0.31891,0.1628
4.4877,0.63763,0.73331,0.63177,0.47511,0.39113,0.37034,0.34394,0.17502
4.722,0.56547,0.68122,0.63355,0.48536,0.41802,0.38865,0.36552,0.19328
4.9685,0.49199,0.63226,0.642,0.49915,0.45143,0.41448,0.39941,0.21609
5.2279,0.5197,0.67274,0.65036,0.52662,0.45204,0.44024,0.42811,0.22778
5.5008,0.59139,0.74062,0.66297,0.55168,0.47011,0.44586,0.44964,0.23414
5.788,0.61909,0.73678,0.66757,0.54283,0.46563,0.43055,0.42142,0.21518
6.0901,0.5892,0.67545,0.69185,0.53911,0.43944,0.39009,0.37103,0.19502
6.408,0.55859,0.66255,0.6704,0.53366,0.42574,0.38078,0.34537,0.18252
6.7426,0.55766,0.67459,0.64302,0.51668,0.42586,0.38589,0.37657,0.19138
7.0946,0.5605,0.6975,0.61075,0.51579,0.44606,0.42645,0.41544,0.21482
7.4649,0.5517,0.66012,0.63461,0.53708,0.45778,0.43493,0.42645,0.21704
7.8546,0.56463,0.67848,0.65216,0.5715,0.47992,0.42196,0.44481,0.21923
8.2647,0.60133,0.71138,0.66119,0.54166,0.4947,0.44281,0.40784,0.21375
8.6961,0.53066,0.64904,0.65175,0.5247,0.47135,0.42057,0.3846,0.20452
9.1501,0.5267,0.65512,0.61406,0.52276,0.44675,0.40177,0.3912,0.2012
9.6278,0.57848,0.71856,0.626,0.49679,0.46638,0.43563,0.42522,0.22063
10.13,0.53496,0.67849,0.6677,0.53739,0.49416,0.42939,0.42755,0.21274
10.659,0.56343,0.66463,0.67575,0.55033,0.51394,0.44802,0.39859,0.21377
11.216,0.58901,0.69659,0.68026,0.55048,0.46074,0.40756,0.3906,0.21464
11.801,0.58321,0.68533,0.66365,0.54149,0.47031,0.41102,0.39047,0.19907
12.417,0.55313,0.70167,0.6514,0.55079,0.52347,0.44474,0.41647,0.22496
13.066,0.55909,0.65677,0.6277,0.54319,0.49093,0.41977,0.39679,0.21486
13.748,0.55795,0.68335,0.67646,0.52924,0.45359,0.39928,0.3985,0.21457
14.465,0.55887,0.6559,0.66327,0.55244,0.525,0.45228,0.40759,0.21389
15.22,0.58198,0.72555,0.68053,0.54276,0.49047,0.4309,0.41355,0.23691
16.015,0.58821,0.69668,0.70426,0.51096,0.4772,0.41919,0.37376,0.19538
16.851,0.56132,0.65489,0.67041,0.57174,0.51706,0.44283,0.41606,0.22731
17.731,0.60282,0.69921,0.66814,0.54626,0.48165,0.41974,0.40519,0.21522
18.657,0.58521,0.71704,0.66332,0.53344,0.51031,0.44803,0.40641,0.21728
19.63,0.55588,0.66369,0.65347,0.5668,0.50112,0.41804,0.41205,0.23463
20.655,0.54829,0.69702,0.68532,0.54921,0.49704,0.4239,0.38773,0.19585
21.733,0.57011,0.69486,0.65304,0.53862,0.48783,0.43611,0.4366,0.24337
22.868,0.58661,0.69739,0.65938,0.52451,0.46459,0.41748,0.38934,0.20213
24.062,0.59001,0.70008,0.65661,0.53129,0.47384,0.45177,0.43884,0.23502
25.318,0.57754,0.69308,0.65051,0.55382,0.4782,0.43173,0.41545,0.22562
26.64,0.60522,0.69076,0.65879,0.53595,0.47161,0.46024,0.41375,0.2129
28.03,0.58597,0.74586,0.68246,0.54743,0.49514,0.4522,0.41336,0.22854
29.494,0.60107,0.71877,0.69707,0.56122,0.51696,0.45708,0.39013,0.20402
31.034,0.56986,0.70529,0.65465,0.54229,0.51487,0.45929,0.40605,0.21368
32.654,0.5609,0.68989,0.66081,0.54386,0.5017,0.4411,0.42243,0.23389
34.358,0.57412,0.69855,0.67675,0.52759,0.48876,0.4022,0.39408,0.22557
36.152,0.58323,0.68383,0.66137,0.54057,0.50446,0.42817,0.38078,0.21035
38.039,0.55575,0.70535,0.65414,0.52927,0.51899,0.42889,0.40712,0.21784
40.025,0.58405,0.69657,0.69554,0.55022,0.52117,0.45035,0.4179,0.21892
42.115,0.56768,0.69543,0.70076,0.55135,0.53957,0.44884,0.40853,0.22548
44.313,0.59404,0.71589,0.68507,0.55687,0.52179,0.44541,0.42675,0.23747
46.627,0.57256,0.70519,0.68573,0.55321,0.55483,0.48308,0.42754,0.21776
49.061,0.60234,0.71286,0.68799,0.5728,0.5497,0.48641,0.42431,0.21554
51.622,0.5857,0.71273,0.73454,0.54477,0.51827,0.46588,0.42105,0.22908
54.317,0.605,0.72142,0.70186,0.55247,0.52161,0.47157,0.40594,0.21113
57.152,0.59404,0.70513,0.67971,0.54941,0.51755,0.44676,0.41358,0.22473
60.136,0.5542,0.67152,0.67578,0.5594,0.5139,0.47616,0.43037,0.22403
63.275,0.5898,0.7095,0.6758,0.5538,0.54359,0.48024,0.40571,0.21156
66.579,0.57,0.68101,0.66494,0.55713,0.52171,0.48034,0.42143,0.21623
70.054,0.58798,0.71182,0.67285,0.54445,0.51425,0.48496,0.40588,0.215
73.712,0.58209,0.72,0.6672,0.56913,0.5157,0.47563,0.42676,0.22649
77.56,0.59831,0.71313,0.6939,0.57954,0.53973,0.497,0.43577,0.213
81.609,0.58282,0.70169,0.68879,0.56493,0.5207,0.4791,0.41752,0.22634
85.869,0.59364,0.69234,0.68683,0.56754,0.52719,0.47382,0.42511,0.22864
90.352,0.57127,0.70205,0.6873,0.56137,0.51702,0.47031,0.4225,0.22554
95.068,0.57031,0.68148,0.64355,0.5532,0.53782,0.48405,0.43015,0.23945
100.03,0.57547,0.69979,0.66694,0.56556,0.52947,0.48097,0.41367,0.22146
105.25,0.58039,0.71369,0.69008,0.56147,0.52378,0.4471,0.40737,0.23081
110.75,0.56865,0.68064,0.67217,0.56735,0.50897,0.47579,0.44354,0.24237
116.53,0.56588,0.70083,0.68498,0.56827,0.54576,0.4883,0.41279,0.21395
122.61,0.56895,0.69739,0.66712,0.55308,0.5106,0.45042,0.39942,0.22136
129.01,0.57859,0.69293,0.67643,0.55785,0.52847,0.46318,0.42358,0.23613
135.75,0.57112,0.71055,0.68073,0.56987,0.53385,0.48465,0.41055,0.22692
142.84,0.59276,0.71516,0.7119,0.58067,0.51657,0.48335,0.42474,0.21637
150.29,0.58641,0.70517,0.69722,0.53803,0.51568,0.4936,0.41735,0.22602
158.14,0.59207,0.71279,0.68745,0.56892,0.53164,0.50012,0.44875,0.22952
166.39,0.57721,0.69891,0.68942,0.56209,0.54467,0.48821,0.41943,0.22996
175.08,0.58098,0.71899,0.67925,0.55749,0.54139,0.48345,0.4201,0.22767
184.22,0.57829,0.69899,0.66683,0.55779,0.52982,0.49212,0.44923,0.2439
193.84,0.57354,0.69842,0.69708,0.56187,0.52142,0.4638,0.40567,0.22169
203.96,0.57309,0.69006,0.68274,0.54601,0.53638,0.47603,0.42722,0.23863
214.6,0.59894,0.71501,0.70074,0.57242,0.5471,0.49115,0.42365,0.23029
225.81,0.58247,0.72459,0.67241,0.57707,0.55044,0.50152,0.42158,0.2289
237.6,0.60797,0.71663,0.68747,0.56845,0.53149,0.49169,0.44229,0.22931
250,0.57865,0.69755,0.69208,0.56685,0.57078,0.52387,0.43105,0.23306
