0.001,22,4.6904
0.002,75.5,8.6891
0.003,114.5,10.7
0.004,170,13.038
0.005,167,12.923
0.006,169.5,13.019
0.007,153.5,12.39
0.008,102.5,10.124
0.009,58.5,7.6485
0.01,24,4.899
0.011,6,2.4495
0.012,39,6.245
0.013,53,7.2801
0.014,104,10.198
0.015,96,9.798
0.016,102,10.1
0.017,101,10.05
0.018,82,9.0554
0.019,71,8.4261
0.02,79,8.8882
