0.001,404,20.1
0.002,355.5,18.855
0.003,304,17.436
0.004,198,14.071
0.005,110.5,10.512
0.006,34.5,5.8737
0.007,9.5,3.0822
0.008,42,6.4807
0.009,87.5,9.3541
0.01,110,10.488
0.011,128,11.314
0.012,115,10.724
0.013,97,9.8489
0.014,54,7.3485
0.015,44,6.6332
0.016,49,7
0.017,94,9.6954
0.018,122,11.045
0.019,147,12.124
0.02,184,13.565
